text,action,device
The mailbox was bent and broken and looked like someone had knocked it over on purpose. alright switch off screen now,DISABLE,TV
hey reduce the sound system now,DECREASE,MUSIC
Being the last male on my dads side of the family has its perks. can you make higher my air conditioning uh now,INCREASE,AC
ok She was out on the deck of the ship when she saw the first ghosts. right now,NONE,NONE
yo turn up all the ventilator for me,INCREASE,FAN
alright He continued talking. right now,NONE,NONE
The kid had made it his mission to pee in every pool he swam in. uh could you power down my room light for me,DISABLE,LIGHTS
ok The new movie was not as good as I thought it would be. thanks,NONE,NONE
can you raise the bulb for me He was married to a friend of mine.,INCREASE,LIGHTS
hey Its rare to find big yards in Japan. for me,NONE,NONE
can you up smart tv please She found little pellets of iron in her garden bed.,INCREASE,TV
ok enable like the ceiling fan now I found a gold coin on the playground after school today.,ENABLE,FAN
She constantly thought she was one mistake away from being fired. would you power off playlist right now,DISABLE,MUSIC
uh can you decrease my screen right now My water bottle is white and made of steel.,DECREASE,TV
"People dont realize how often you can fail as a writer, even after you get a good job or get a book deal. hey up like the bulb right now",INCREASE,LIGHTS
please i want to cook dinner thanks,NONE,NONE
would you turn up television for me,INCREASE,TV
uh please tell me a food for me,NONE,NONE
please We would move to a nicer house if we had more money. thanks,NONE,NONE
can you Robert tends to talk big.,NONE,NONE
I wanted to do well in the interview. um yo power on my spotify,ENABLE,MUSIC
please Tom has a pain in his big toe on his right foot. now,NONE,NONE
yo like on all the screen thanks,ENABLE,TV
I am afraid of dark afternoons. would you like turn down the audio please,DECREASE,MUSIC
I spread the map on the table.,NONE,NONE
please heat up the like room,INCREASE,AC
"ok dim the lights please She liked Dune, but it didnt pass the Bechdel Test.",DECREASE,LIGHTS
would you Trees are small when they are first planted. for me,NONE,NONE
could you like on my air conditioning thanks,ENABLE,AC
ok power on my ventilator,ENABLE,FAN
There was a big fire in my neighborhood. bro power down my spotify thanks,DISABLE,MUSIC
turn on the lights I found a gold coin on the playground after school today.,ENABLE,LIGHTS
Im going to crash at your place. please um power up the air conditioner please,ENABLE,AC
can you turn uh on television Weve got much bigger problems to deal with right now.,ENABLE,TV
please power on all the ceiling light please Im going to Lollapalooza.,ENABLE,LIGHTS
My sister likes to eat cheese on her peanut butter sandwich and pickles on her ice cream.,NONE,NONE
bro Theres a big package on the desk for you. right now,NONE,NONE
would you on tv thanks Tom has a pain in his big toe on his right foot.,ENABLE,TV
He won the race through his determination and focus. hey im cold,INCREASE,AC
A balanced diet is a cookie in each hand. uh hey increase my television right now,INCREASE,TV
could you Its not the end of the world. thanks,NONE,NONE
ok activate my tv right now,ENABLE,TV
hey I like veggies too. right now,NONE,NONE
yo I prefer ice cream over cake. please,NONE,NONE
ok lower the lighting right now,DECREASE,LIGHTS
can you im hungry thanks,NONE,NONE
um decrease the spotify You did right in me by telling the truth.,DECREASE,MUSIC
can you raise the ceiling light thanks You guys like meat.,INCREASE,LIGHTS
ok do you know how to set an alarm right now,NONE,NONE
alright up the ac right now You can see the blood vessel on her eyelid.,INCREASE,AC
idk what im doing please on all the playlist uh now,ENABLE,MUSIC
can you You dont need 20 captains.,NONE,NONE
The laptop light was the only one light on the room. hey power on my screen right now,ENABLE,TV
hey enable the uh speaker thanks,ENABLE,MUSIC
ok uh make higher the cooler thanks,INCREASE,AC
Blood is thicker than water. ok shut down the air like conditioner right now,DISABLE,AC
hey Hes got some brain condition that makes him think hes a flamingo. please,NONE,NONE
She studied music in college. bro make higher my smart tv right now,INCREASE,TV
yo up lamp for me I am afraid of dark afternoons.,INCREASE,LIGHTS
please He has a nice sum of money put away.,NONE,NONE
please uh tell me a news for me,NONE,NONE
bro No woman would buy that. right now,NONE,NONE
This big sofa is really not suitable for a small room. please,NONE,NONE
can you um down the lamp,DECREASE,LIGHTS
bro Do you have any big plans for the weekend?,NONE,NONE
could you It would be quite impossible to enumerate all the things in existence. thanks,NONE,NONE
turn on my um air fan please I can see you.,ENABLE,FAN
please start all the smart tv now,ENABLE,TV
hey uh off the lights for me,DISABLE,LIGHTS
I made a list. yo power off tv thanks,DISABLE,TV
would you Shape up or ship out! thanks,NONE,NONE
would you She went to the pier. for me,NONE,NONE
"On the other hand, I feel like I just have to do it for my sanity. can you power on all the audio thanks",ENABLE,MUSIC
She went to sleep after 12. could you start television,ENABLE,TV
hey reduce the ventilator uh right now Your house is beautiful.,DECREASE,FAN
um please reduce all the ceiling light,DECREASE,LIGHTS
What a day were having! her mother sighed. hey raise all the lamp please,INCREASE,LIGHTS
could you down all the aircon for me,DECREASE,AC
I hate cats even more than I hate dogs. yo switch on my lights right now,ENABLE,LIGHTS
idk what im doing ok power on the screen right now,ENABLE,TV
"please You connect with nature, and whether you plant flowers or vegetables, you get great satisfaction once the fruits of your labor start appearing. please",NONE,NONE
uh could you increase the ceiling fan right now,INCREASE,FAN
yo turn down the ceiling fan,DECREASE,FAN
turn off my screen now I want you to remember that.,DISABLE,TV
ok raise uh lighting please,INCREASE,LIGHTS
could you She was miserable the entire time she was pregnant. for me,NONE,NONE
We saw her duck. bro power down my like smart tv please,DISABLE,TV
alright turn down like the aircon right now,DECREASE,AC
yo Im going to make you a list of what needs to be done. now,NONE,NONE
would you down the speaker for me,DECREASE,MUSIC
please turn on all the cooler like now,ENABLE,AC
could you on um all the tv,ENABLE,TV
bro I have a brochure for our vacation. thanks,NONE,NONE
like can you start the bedside lamp for me,ENABLE,LIGHTS
could you Her great-great-great grandfather was an outlaw in the Old West.,NONE,NONE
could you switch off all the sound system please,DISABLE,MUSIC
alright Apple picking is not in season. now,NONE,NONE
please He invited me to dinner yesterday. please,NONE,NONE
could you power off uh playlist right now Would you like a drink of my smoothie?,DISABLE,MUSIC
yo We took refuge behind a tree. now,NONE,NONE
I could hang out with her. im cold right now,INCREASE,AC
ok power off the television for me You dont say.,DISABLE,TV
its hot now,INCREASE,AC
Wiggle your fingers! hey shut down all the ceiling light right now,DISABLE,LIGHTS
turn like down hvac now The girl picked the pink flower out of her garden.,DECREASE,AC
I am the designated survivor. stop all um the ceiling fan please,DISABLE,FAN
could you Can you come over now? right now,NONE,NONE
Dont get too excited! hey down my air conditioning for me,DECREASE,AC
bro Mary enjoys cooking. please,NONE,NONE
uh bro power on the tv for me,ENABLE,TV
please food is not working thanks,NONE,NONE
please That man is creepy.,NONE,NONE
He wanted to wear lipstick but the lipstick was expired. thanks,NONE,NONE
could you turn up all the sound system,INCREASE,MUSIC
please do you know how to send a message right now,NONE,NONE
stop the uh spotify Wiggle your fingers!,DISABLE,MUSIC
"please The store had multiple skeletons they claimed were real, alongside a taxidermies, two-headed calf. right now",NONE,NONE
The children are at home. ok lower fan right uh now,DECREASE,FAN
hey turn up my ventilator for me Her water bottle had a built-in filtration system.,INCREASE,FAN
ok i want to run thanks,NONE,NONE
The plant was fake but looked very real. uh hey boost my screen now,INCREASE,TV
can you decrease the bedside lamp please Thats why they pay us the big bucks.,DECREASE,LIGHTS
"That house is small, but its big enough for us. can you reduce the lamp thanks",DECREASE,LIGHTS
would you activate all the air conditioning right now,ENABLE,AC
hey enable my sound system please Did you hear about the new animal discovered in Ecuador?,ENABLE,MUSIC
That man is creepy. can you make higher all the playlist um for me,INCREASE,MUSIC
ok make lower my room light like thanks She studied music in college.,DECREASE,LIGHTS
could uh you turn up all the playlist,INCREASE,MUSIC
bro turn down the sound system right now,DECREASE,MUSIC
I love this headline so much. please shut down my tv now,DISABLE,TV
can you i am tired for me,NONE,NONE
Today is the first day he made it to work on time in a while. alright increase the air conditioner,INCREASE,AC
bro We need congressional support. now,NONE,NONE
alright That man is creepy. for me,NONE,NONE
could you up bedside lamp now,INCREASE,LIGHTS
would you up the audio like right now You guys can leave whenever you want.,INCREASE,MUSIC
ok How do you celebrate the 4th of July? now,NONE,NONE
can you Youll move more than before. right now,NONE,NONE
"ok That house is small, but its big enough for us. right now",NONE,NONE
can you on cooler for me this is boring,ENABLE,AC
could you This is the biggest apple Ive ever seen. please,NONE,NONE
I need a dollar for the vending machine. right now,NONE,NONE
would you The man looked at her strangely through the window. please,NONE,NONE
Is there a big market for this kind of thing these days? alright shut down uh speaker now,DISABLE,MUSIC
yo You did right in me by telling the truth. now,NONE,NONE
could you Weve got much bigger problems to deal with right now. please,NONE,NONE
"ok turn up cooler thanks If you dont shut up, I will turn this car around.",INCREASE,AC
yo power off like the lighting thanks She was very tired and frustrated.,DISABLE,LIGHTS
could you boost all the fan thanks,INCREASE,FAN
"When the cats away, the mice play. can um you power on lights please",ENABLE,LIGHTS
I could hang out with her. alright increase light for uh me,INCREASE,LIGHTS
She raised her hand to ask a question. make it warmer right now,INCREASE,AC
alright power off all the room light for me,DISABLE,LIGHTS
yo reduce all the ventilator right now,DECREASE,FAN
uh decrease my ventilator for me,DECREASE,FAN
please I love this headline so much. right now,NONE,NONE
bro I could hang out with her.,NONE,NONE
please shut down all the air conditioner thanks Mary enjoys cooking.,DISABLE,AC
My dad needs a new job. can you turn down uh my aircon thanks,DECREASE,AC
yo decrease air conditioning for me,DECREASE,AC
bro The spoon lay next to the fork. for me,NONE,NONE
"switch um on all the ventilator please In Hong Kong, everyone lives stacked together.",ENABLE,FAN
"When you enter a room, smile and say hello. bro decrease my ventilator thanks",DECREASE,FAN
hey Being the last male on my dads side of the family has its perks. please,NONE,NONE
please make lower my audio right now,DECREASE,MUSIC
could you turn up my air conditioner now,INCREASE,AC
"The store had multiple skeletons they claimed were real, alongside a taxidermies, two-headed calf. please power on all the screen for me",ENABLE,TV
